ID,Word,Valence_mean,Valence_SD,Arousal_mean,Arousal_SD,Dominance_mean,Dominance_SD,Valence_mean_male,Valence_mean_female
375,amount,5.42,0.61,3.53,1.98,5.39,2.13,5.33,5.44
376,amour,6.43,1.89,5.43,2.57,5.91,2.35,6.38,6.46
377,amp,5.79,1.44,5.05,2.36,5.13,2.24,4.8,6.15
378,amphibian,5.4,1.88,3.35,2.15,5.42,2.22,6.2,5.13
379,amphibious,5.75,1.71,5.7,1.75,4.85,1.91,6,5.44
380,ample,5.89,2.21,3.28,2.14,6.04,2.18,5.8,5.93
381,amputate,2.1,1.45,5.43,2.37,3,2.37,2.38,1.92
382,amputation,1.84,1.26,4.86,2.76,2.85,1.98,2.33,1.75
383,amuck,4,2.08,4.41,2.26,3.74,2.03,4,4.43
384,amulet,5.75,1.8,3.95,2.29,5.79,1.91,6.67,5.59
385,amuse,7.1,1.37,5.17,1.99,6.8,1.64,6.89,7.27
386,amused,7.05,1.28,4.27,2.76,5.93,2.06,6.3,7.73
387,amusement,7,1.56,4.82,2.7,6.59,2.17,6.71,7.17
388,amusing,7.6,1.31,5.18,2.11,6.79,1.58,7.56,7.64
389,anaconda,4.43,2.66,6,2.13,4.08,2.63,3.38,5.08
390,anagram,4.37,1.89,3.86,1.96,4.83,1.9,3.83,4.62
391,anal,4,2.51,4.29,2.77,4.45,2.56,5.38,3.15
392,analogy,5.24,2.07,3.95,2.27,5.33,2.12,5.5,5.08
393,analysis,5.25,1.59,3.74,1.94,5.95,2.27,5.33,5.21
394,analyst,5,0.79,3.24,2.12,4.76,2.31,5,5
395,analytical,6,1.91,4.13,1.91,6.43,1.77,6,6
396,analyze,5.65,1.39,4.1,2.17,5.96,2.49,6,5.59
397,analyzer,4.62,1.56,3.48,2.37,5.88,2.23,4.44,4.75
398,anaphylactic,4,1.89,5.57,2.77,4.17,2.01,4.4,3.92
399,anarchist,2.76,1.87,4.16,1.97,4.57,2.11,3.25,2.46
400,anarchy,3.68,2,4.86,2.64,3.1,2.34,3.91,3.43
401,anatomy,6.29,1.01,4.43,2.4,5.95,2.06,6.67,6
402,ancestor,6.37,1.16,3.73,2.41,4.81,2.65,6.57,6.25
403,ancestral,6.6,1.6,3.6,2.37,5.05,2.18,6.14,6.85
404,ancestry,6.29,1.82,3.71,2.24,4.16,2.76,6.5,6
405,anchor,5.16,2.17,3.32,2.08,5.29,1.81,4,5.69
406,anchorage,5.09,1.72,3.82,2.26,5.8,2.38,5.25,5
407,ancient,7.24,1.18,3.48,1.97,4.86,2.17,7.22,7.25
408,android,5.62,2.33,3.5,2.41,5.75,2.45,6.25,5.23
409,anecdote,5.62,1.36,4.65,2.55,6,1.41,4.71,5.85
410,anemia,3.05,2.04,4.09,2.39,3.55,2.01,3.6,2.88
411,anemic,3.45,1.19,3.45,1.79,3.14,1.62,3.57,3.38
412,anesthesia,4.84,2.06,3.64,2.06,2.95,2.24,4.64,5.57
413,anesthesiologist,4.95,2.11,3.56,2.25,3.68,2.42,3.8,5.33
414,anesthetic,5.48,2.27,3.23,1.82,4.72,2.19,5.2,5.56
415,aneurysm,2.5,1.79,5.38,2.33,2.7,1.94,3.14,2.15
416,angel,7.71,1.85,4.24,2.85,5.9,2.13,7.84,7.59
417,angelic,6.68,2.52,4.27,2.45,6.32,1.45,6.22,7.1
418,anger,2.5,1.36,5.93,2.77,5.14,2.8,1.67,2.65
419,angina,2.85,1.69,4.72,2.89,4,2.34,2.8,2.87
420,angiogram,4.19,1.83,3.61,2.68,4.28,2.44,4.78,3.75
421,angle,4.55,1.28,3.22,2.24,5.27,1.83,4.8,4.47
422,angora,5.63,2.24,2.95,1.56,5,2.02,5.18,5.86
423,angry,2.53,1.74,6.2,2.57,4.11,2.49,3.67,2.31
424,angst,3.5,1.7,5.76,2.55,3.62,2.31,3.7,3.3
425,anguish,3.14,1.77,5.41,2.72,4.27,1.87,3,3.3
426,anguished,2.78,1.46,4.79,2.54,2.88,1.65,2.84,2.73
427,animal,7.06,1.95,4.3,2.7,5.72,2.32,6.25,7.7
428,animated,6.65,1.79,5.77,2.29,6.71,1.82,6.67,6.64
429,animation,6.42,1.12,5.52,2.84,5.16,1.98,6.33,6.44
430,animosity,3.4,1.88,5.83,2.28,5.04,2.44,3,3.53
431,ankle,5.4,1.9,3.11,1.94,5.58,2.36,5.4,5.4
432,anklet,4.75,1.37,3.57,1.97,5.08,2,4.73,4.78
433,annals,4.8,0.83,2.6,2.21,4.95,1.17,5,4.69
434,annex,4.41,1.05,4,2.49,5.26,1.63,4.75,4.38
435,annihilate,3.15,1.73,6.44,2.53,4.62,2.79,2.8,3.27
436,annihilation,2.58,1.87,5.52,2.54,3.2,2.48,4.67,2.19
437,anniversary,6.95,2.03,4,2.68,6.86,2.05,6.86,7.12
438,announce,5.52,1.33,3.65,2.66,5.48,2.5,5.67,5.47
439,announcement,5.81,1.4,4.3,2.81,5.05,2.72,5.67,5.87
440,announcer,5.84,1.5,4.5,2.7,4.07,1.71,6.33,5.62
441,annoy,2.49,1.42,5.04,2.4,4.64,2.28,2.68,2.32
442,annoyance,2.95,1.23,4.1,2.59,3.45,1.87,2.86,3
443,annoyed,2.8,1.2,5.29,2.53,4.08,2.64,2,2.94
444,annoying,3,1.71,5.55,2.04,3.28,1.28,2.6,3.15
445,annual,5.19,1.97,3.7,1.84,4.9,1.83,4.2,5.5
446,annul,3.83,2.15,4.23,2.31,4.9,1.86,4,3.73
447,annulment,4.05,1.99,4.14,2.34,4.15,2.16,4.71,3.69
448,anointed,4.79,2.27,3.32,2.08,5.18,2.21,4,5.15
449,anomaly,4.84,1.74,4.25,2.45,4.26,1.57,5.15,4.17
450,anonymity,4.81,2.02,3.29,1.82,5.88,2.44,4.67,5
451,anonymous,5.75,1.65,4.13,2.2,5.48,2.52,6.33,5.27
452,anorexic,2.71,2.08,4.24,2.39,3.43,2.48,3.11,2.42
453,answer,6.1,1.41,4,2.89,5.95,2.04,6.42,5.85
454,ant,3.9,1.14,3.27,2.39,5.3,2.37,4.1,3.73
455,antagonistic,4.32,1.57,4.11,2.52,4.41,2.43,5,3.38
456,antagonize,3.15,1.35,4.95,2.11,4,2.65,2.57,3.46
457,antelope,5.68,1.46,4.46,2.72,5.57,2.41,5.67,5.69
458,antenna,5.43,1.25,3.15,2.11,5.67,2.1,5.67,5.11
459,anterior,4.89,1.82,3.36,2.34,4.64,1.52,4.67,5
460,anthem,5.95,1.43,4.48,2.27,6.29,2.36,6.4,5.5
461,anthill,4.32,1.86,4.63,2.17,4.76,2.34,4.2,4.44
462,anthrax,2.32,0.89,4.72,2.47,2.71,1.76,2.55,2
463,anthropological,5.53,1.9,3.82,2.42,5.14,1.88,6.67,5
464,anthropologist,5.7,1.22,3.27,2.33,5.19,2.63,6.57,5.23
465,anthropology,5.3,1.87,2.91,2.15,6,1.81,5.56,5.09
466,anti,4.47,1.98,4.23,2.52,5.05,2.54,5.11,3.9
467,antiaircraft,4.85,2.13,4.6,2.27,4.73,2.19,6.29,4.08
468,antibiotic,5.88,1.94,4.05,2.16,5.72,2.37,6.29,5.3
469,antibiotics,5.05,1.73,4.05,2.32,5.11,2.41,4.43,5.38
470,antichrist,2.36,1.79,5.58,2.4,4.39,2.66,1.44,3
471,anticipate,6,1.26,5.7,2,5.36,1.81,6.29,5.85
472,anticipation,5.26,1.66,5.39,2.55,5.53,2.24,5.36,5.12
473,antics,3.95,1.43,5.1,2.17,5.24,2.3,5,3.75
474,antidote,6.55,2.31,3.24,2.05,6.08,2.38,6,6.69
475,antigravity,5.74,1.76,5.1,2.65,3.77,2.09,6.71,5.17
476,antiquated,5,1.61,4.95,2.74,4.69,2.11,5.25,4.85
477,antique,6.5,1.93,4,2.35,5.79,2.44,6.67,6.36
478,antiques,6.63,2.29,3.68,2.71,5.17,1.72,5.56,7.6
479,antiseptic,4.57,1.69,3.15,2.03,4.77,2.49,4.17,4.73
480,antisocial,3.21,1.62,5.32,2.12,5.33,2.18,3.33,3.1
481,antsy,4.36,1.76,5.23,2.72,3.85,1.84,5.25,3.86
482,anus,2.9,1.62,4.39,2.33,4.96,2.31,2,3.2
483,anvil,5.05,0.94,4.4,2.11,5.38,1.92,5.18,4.89
484,anxiety,2.38,1.66,4.78,2.89,3.39,1.94,3,1.92
485,anxious,3.8,1.42,6.2,2.36,4.15,2.52,4.2,3.4
486,anytime,5.81,1.6,4.6,2.46,5.32,2.3,6,5.73
487,aorta,4.35,1.57,3.64,1.59,4.37,2.54,4,4.64
488,aortic,4.25,1.37,3.5,2.56,4.58,2.65,3.6,4.47
489,apache,5.2,1.51,3.7,2.13,4.95,2.21,5.29,5.15
490,apartment,5.72,2.35,3.8,2.76,5.33,2.28,4.62,6.6
491,apartments,5,1.73,3.28,1.99,5.18,1.98,4.82,5.25
492,apathy,3.68,1.7,3.8,2.21,5.15,2.48,4,3.62
493,ape,5.21,1.72,4.25,2.73,5.38,2.28,5.23,5.17
494,apex,5.52,1.59,3.48,2.29,5.17,2.01,5.67,5.47
495,aphrodisiac,6.43,1.99,5.96,2.46,5.04,2.34,6.27,6.6
496,apocalypse,3.24,2.34,5.04,2.9,2.65,1.95,3.12,3.31
497,apologetic,6.65,2.35,4,2.65,5,2.06,7.25,6.5
498,apologize,4.94,2.13,3.52,2.23,4.22,1.96,4.25,5.5
499,apology,6.24,1.87,4,2.14,5.1,1.95,5.78,6.58
500,apostle,5.5,2.21,4.38,2.28,4.71,2.26,5.62,5.42
501,apothecary,5.48,1.47,4.23,2.41,5.35,2.11,5.38,5.53
502,appalled,3.62,1.5,4.91,2.81,4.11,2.02,3.25,3.85
503,appalling,2.95,1.99,5.5,2.54,4.55,2.33,3,2.93
504,apparatus,5.5,1.65,4,2.37,5.14,2.08,5.79,5
505,apparel,5.38,2.2,4.3,2.22,6.19,1.72,5.4,5.38
506,apparent,4.96,1.46,3.19,2.06,6.4,1.73,5.62,4.6
507,apparition,4.85,1.5,4.82,2.13,4.38,2.48,4.56,5.09
508,appeal,6.3,2.15,3.57,2.13,5.36,2.56,6.75,6.19
509,appear,5.25,0.64,3.24,2.21,5.36,2.41,5,5.29
510,appearance,6.14,1.9,4.57,2.45,5.9,2.59,6.6,6
511,appease,5.95,1.15,3.55,2.28,5.59,2.08,6.57,5.62
512,appendage,4.23,1.34,4.35,2.4,5.32,1.67,4.62,4.23
513,appendectomy,2.95,2.15,6.14,2.46,3.59,2.13,2.56,3.3
514,appendicitis,1.86,1.35,5.12,2.6,2.71,2.17,1.38,2.15
515,appendix,4.81,1.97,2.92,1.89,4.25,2.38,5.25,4.54
516,appetite,6.23,1.54,5.37,2.39,5.57,2.5,5.8,6.38
517,appetizer,7.29,1.76,4.52,2.37,6.36,2.22,7.25,7.31
518,appetizing,7,1.45,4.82,3,6.18,2.46,6.91,6.86
519,applaud,6.7,1.17,5.05,1.75,5.91,2.02,7.14,6.46
520,applause,7.12,1.35,5.38,1.83,6.56,2,7.28,7
521,apple,6.62,1.72,3.52,2.06,6.44,2.1,6.33,7
522,apple juice,7.3,1.43,3.2,2.21,6,2.44,7.67,6.91
523,applejack,5.79,1.96,3.8,2.31,5.74,1.76,5.6,5.92
524,applesauce,6.9,1.86,2.78,2,6.39,2.25,6.75,7
525,appliance,5.15,1.29,2.84,1.88,5,2.3,5.24,5.18
526,applicant,4.91,1.19,3.96,2.24,5.08,2.5,4.89,4.92
527,application,5.05,1.43,4.52,1.95,4.3,2.36,5.6,4.87
528,apply,5.16,1.38,3.24,1.67,6.2,1.96,5.67,5.06
529,appoint,5.95,1.61,4.25,2.07,5.65,2.1,6.23,5.33
530,appointment,4.43,1.69,4.8,2.5,6.68,2.26,4.46,4.38
531,appraisal,5.09,2,4.09,2.09,5.65,2.11,5.38,4.93
532,appreciate,7.33,1.53,3.1,2.25,7,1.46,6.12,8.3
533,appreciation,7.3,1.45,4.68,2.44,6.63,1.67,7.11,7.45
534,appreciative,7.14,1.8,4.35,2.27,6.9,2,5.8,7.56
535,apprehend,4.14,1.85,5.13,2.28,4.48,2.27,4,4.3
536,apprehension,4.15,1.66,4.23,2.58,5.07,2.35,5.14,3.62
537,apprehensive,3.32,1.49,4.77,2.64,4.64,2.74,3.89,2.8
538,apprentice,5.95,1.32,3.59,1.71,5.05,2.44,5.89,6
539,approach,5.45,1.15,4.48,1.91,6.03,2.08,5.5,5.4
540,appropriate,6.1,1.94,4.04,2.06,5,2.51,5.6,6.27
541,approval,6.75,1.68,3.52,2.77,6.63,2.19,6.5,7
542,approve,7,1.92,4.09,2.29,7.26,1.41,6.78,7.18
543,approximate,5.26,1.29,3.82,2.2,4.95,2.32,5.5,5.13
544,apricot,5.95,2.19,4.29,2.12,5.94,2.54,6.6,5.3
545,apron,5.8,1.54,2.9,1.65,5.28,1.49,6,5.69
546,apt,5.64,1.53,4.05,2.32,5.95,2.11,4.2,6.12
547,aptitude,5.95,1.54,4.55,2.42,5.45,2.19,6.33,5.88
548,aqua,6.5,1.28,3.6,2.37,4.82,2.02,6.71,6.38
549,aquamarine,6.4,1.9,3.9,2.85,4.95,2.65,4.5,7.21
550,aquarium,6.43,1.78,4.3,2.54,6.14,2.17,6.5,6.4
551,aquatic,6.8,1.4,3.58,2.75,4.53,2.45,6.25,7.17
552,arbitrary,4.15,1.81,4.55,2.76,4.77,1.86,4,4.33
553,arbitration,4.09,2,4.41,2.28,4.19,2.23,4.91,3.27
554,arcade,6.45,1.96,6.1,2.47,6.81,1.79,6.64,6.22
555,arcane,5.25,1.86,3.61,1.92,5.55,1.85,6.11,4.55
556,arch,5.8,1.77,3.15,1.93,5.45,1.97,6.29,5.54
557,archaeological,6.05,1.22,4.52,2.14,5.18,2.38,6.67,5.94
558,archaeologist,5.42,1.57,4.14,2.22,5.17,1.85,5.4,5.46
559,archaeology,6.1,1.62,3.86,2.56,5.26,2.38,6.57,5.85
560,archaic,4.5,1.74,4.38,2.11,4.62,2.06,4.43,4.62
561,archangel,7.27,1.78,4.19,2.28,4.79,2.28,7.67,7
562,archbishop,4.71,1.63,3.78,1.98,4.73,1.64,4.77,4.64
563,archdiocese,3.95,2.32,3.41,2.67,4.04,2.12,3,4.38
564,archduke,4.15,1.53,3.56,2.04,5.73,2.49,4,4.2
565,archery,5.25,2.05,4.39,2.57,5.73,1.88,5.8,5.07
566,architect,6.21,1.84,3.25,2.12,6.05,2.27,7,5.93
567,architectural,6.32,2.06,4.05,2.77,5.18,1.91,5,6.92
568,architecture,6.05,1.36,4.39,2.59,5.67,1.97,6,6.18
569,archive,4.81,1.03,4.18,2.13,5.24,2.02,4.6,4.88
570,arctic,4.45,2.01,3.88,2.64,5,2.24,5.56,3.55
571,ardent,4.95,1.56,4.62,2.34,5.32,2.12,5.12,4.85
572,area,5.56,1.29,2.19,1.6,5.06,1.76,5.38,5.7
573,arena,5.75,1.45,4.23,2.58,6.04,2.31,7,5.08
574,argue,3.15,1.53,6.67,2.61,4.77,2.49,2.91,3.44
575,argument,2.62,1.53,5.22,2.68,5.65,2.64,3.22,2.17
576,argumentative,3.2,1.79,5.61,2.13,4,2.39,4.2,2.87
577,arise,6.17,1.25,4.76,2.3,5.87,1.46,6.6,6
578,aristocracy,5.21,2.07,4.15,2.39,5.08,2.47,5.38,4.83
579,aristocrat,4.28,1.41,3.6,2.01,4.94,2.82,5,4.07
580,aristocratic,5.79,2.04,3.18,2.08,4.43,2.11,5.36,6.14
581,arithmetic,4.95,1.79,4,2.38,5.54,2.57,5.33,4.69
582,ark,6.15,1.31,3.52,2.18,5.88,2.44,5.33,6.29
583,arm,5.44,1.7,3.44,2.05,6.02,1.98,5,5.78
584,armada,4.6,1.76,3.29,2.24,5.6,2.4,4,4.71
585,armament,5.05,2.07,4.65,2.53,5.37,1.8,4.78,5.3
586,armchair,5.67,1.77,2.75,1.98,5.79,2.37,5.44,5.83
587,armed,4.11,1.97,6.3,1.92,5.68,2.71,4.44,3.8
588,armor,6.1,1.51,3.29,2.44,6.3,2.03,6.62,5.77
589,armored,5.67,1.59,3.52,2.14,5.7,2.3,5.3,6
590,armory,5.25,1.33,4.48,2.32,5.74,2.56,5,5.5
591,armpit,4.1,1.59,3.57,1.78,5.24,1.88,4.42,3.62
592,army,4.65,2.03,4.49,2.63,4.65,2.67,5.4,4.4
593,aroma,7.65,1.35,4.35,2.19,6.06,2.31,7.75,7.58
594,arouse,6.67,2.08,6.21,2.5,6.1,2.43,7,6.46
595,aroused,5.95,1.85,7.3,2.47,5.58,2.4,6.67,5.82
596,arraignment,3.91,1.74,4.6,1.96,5.33,2.62,3.78,4
597,arrange,5.15,0.93,3.57,2.11,6.71,1.83,5.5,4.8
598,arrangement,5.71,1.45,3,1.89,5.5,2.67,6.5,5.4
599,array,5.9,1.48,3.71,2,5.62,1.43,5.67,6.08
600,arrest,2.33,1.37,6.86,2.24,3.11,2.05,3,1.8
601,arrhythmia,3.86,2.32,4.95,2.46,4.25,1.68,4,3.79
602,arrival,6.67,1.28,3.6,2.42,6.53,1.87,6.33,6.92
603,arrive,6.41,1.84,5,2.75,6.84,1.95,6.31,6.56
604,arrogance,2.55,1.23,4.65,2.35,5,2.11,2.43,2.62
605,arrogant,2.52,1.29,5.15,2.13,4.64,2.54,2.58,2.44
606,arrow,5.24,1.81,3.91,2.59,5.53,2.21,5.33,5.17
607,arsenal,4.45,2.2,5.48,2.24,5.25,2.47,5.44,3.77
608,arsenic,3,1.82,4.7,1.84,3.46,1.79,3.09,2.9
609,arson,2.26,1.52,5.41,2.5,3.78,2.7,2.27,2.43
610,arsonist,2.5,1.88,6.95,2.09,3.42,2.32,2.36,2.67
611,art,6.85,1.89,4.48,2.48,6.02,2.14,6.31,7.08
612,arterial,3.95,1.66,3.39,2.41,4.12,2.23,4,3.92
613,artery,4.29,2.28,4.09,2.35,4.78,2.29,4.78,3.92
614,arthritis,2.32,1.06,4.27,1.88,2.63,1.71,2,2.55
615,artichoke,5.3,1.75,3.5,2.48,5.48,2.41,5.29,5.31
616,article,5.68,1.42,3.5,1.71,5.68,1.63,5.78,5.6
617,articulate,6.55,1.53,4.27,2.59,6.89,1.85,6.25,6.54
618,artifact,6.2,1.61,4.95,2.28,5.73,1.82,6.55,5.78
619,artificial,3.86,1.68,4.17,1.71,4.55,2.28,4.25,3.62
620,artillery,4.1,1.77,4.56,2.59,4.64,2.48,4.4,4
621,artist,6.76,2.47,4.1,2.65,6.95,2.17,5.85,8.25
622,artiste,6.33,1.85,3,2.23,5.35,2.03,5.5,6.85
623,artistic,7,1.17,5,2.74,6.86,2.15,6.8,7.07
624,artistry,6.91,1.77,4.71,2.57,7.43,1.75,7.21,6.38
625,artwork,6.76,1.55,4.18,2.91,6.33,1.65,6.44,7
626,arty,6.55,2.11,5.53,2.55,5.48,2.32,5.8,6.81
627,asbestos,2.24,1.34,4.38,2.53,3.05,2.3,2.38,2.15
628,ascend,6.19,1.5,4.13,2.53,5.58,2.06,6,6.4
629,ascendant,5.29,1.59,3.23,2,5.78,1.9,5.22,5.33
630,ascending,5.14,1.73,3.73,2.23,5.55,2.21,5.38,5
631,ascension,5.77,1.57,5.36,2.26,5.45,2.01,5.88,5.71
632,ascertain,5.3,1.49,3.17,1.99,6.29,1.65,5.62,5.08
633,ashamed,2.52,2.23,5.65,2.39,4.63,2.69,3.23,1.38
634,ashtray,3.52,1.66,3.48,2.27,5.56,2.38,3.33,3.67
635,asinine,5.05,2.25,4.63,2.48,4.81,2.34,5.38,4.85
636,ask,5.95,1.4,3.48,2.16,6.29,1.83,6.33,5.87
637,asleep,6.5,1.89,2,2.43,4.33,2.7,6.25,6.7
638,asparagus,5.43,2.27,2.73,1.98,5.67,1.78,5.1,5.73
639,aspect,4.89,1.15,3.39,2.06,4.76,2.46,5.27,4.38
640,aspen,6.57,1.66,4.11,2.35,5.5,1.95,6.5,6.62
641,asphalt,4.46,1.67,3.2,1.88,4.62,2.33,4.5,4.44
642,asphyxia,2.19,1.47,6.14,2.37,2.4,1.47,2.33,2
643,asphyxiation,1.53,0.84,6.91,1.9,2.54,2,1.67,1.46
644,aspiration,6.26,2.26,5,2.41,5.94,2.2,7.11,5.5
645,aspire,6.43,1.78,3.68,2.51,6.85,1.81,5.4,7.36
646,aspirin,5.3,1.34,3.35,2.13,5.12,2.4,5.67,5.24
647,aspiring,6.89,1.79,4.41,2.89,6.85,1.7,6.17,7.23
648,ass,5.45,2.26,5.43,2.29,3.61,2.3,7,5.13
649,assailant,3.24,1.48,5.7,2.46,3,2.21,3.8,3.06
650,assassin,2.11,1.32,5.82,2.87,3.36,2.61,2.62,1.7
651,assassinate,3.27,2.1,6.38,2.33,3.23,2.25,3.21,3.38
652,assassination,1.83,0.86,6.2,2.75,4,2.75,1.67,1.86
653,assault,2.05,1.45,6.8,2.11,3.49,2.71,2.53,1.75
654,assemble,5.14,1.82,3.52,2.39,6.28,2.32,4.89,5.33
655,assembly,5.47,1.43,3.95,2.72,4.82,1.79,5.5,5.46
656,assemblyman,5,1.55,3.12,2.33,5.21,2.02,5.33,4.75
657,assert,5.68,1.49,4.64,2.13,5.93,2.28,5.38,5.91
658,assertive,5.37,1.83,5.55,2.39,6.04,2.58,5.38,5.33
659,assess,5.84,1.86,3.45,2.2,5.21,1.91,5.67,5.92
660,assessment,5.22,1.9,2.75,1.83,5.44,2.22,5.6,5.08
661,asset,7.25,1.21,4.43,2.84,6,2.29,6,7.47
662,asshole,2.11,1.88,6.38,2.77,2.89,1.91,3,1.4
663,assign,4.75,1.62,3.71,1.49,5.74,2.43,4.4,5.1
664,assignment,5.39,1.56,4.45,2.42,6,2.49,5.5,5.33
665,assimilate,4.63,1.86,4.15,1.95,5.15,2.46,5,4.73
666,assist,5.95,1.53,3.76,2.26,6.41,2.17,5.64,6.5
667,assistance,5.82,1.79,3.82,2.22,6.45,2.42,6.88,5.21
668,assistant,5.91,1.44,4.8,2.67,6.37,2.06,5.92,5.89
669,associate,5.2,1.74,3.11,1.94,4.88,2.15,5,5.27
670,association,5.5,1.91,3.67,1.5,6.14,1.78,5.4,5.53
671,assorted,5.82,1.14,3.52,2.16,5.41,2.13,5.64,6.12
672,assortment,5.64,1.14,3.88,2.2,5.79,2.34,5.56,5.69
673,assume,4.41,1.84,4.2,2.4,6.21,2.62,5,3.56
674,assumption,4.3,1.22,4.14,2.06,5.03,2.46,4.8,3.8
675,assurance,5.95,2.12,2.81,2.25,6.07,2.16,5.17,6.31
676,assure,6.33,1.68,3.1,2.14,6.52,1.81,6.33,6.33
677,asterisk,5.38,1.66,2.78,2.04,5.72,2.95,5.56,5.25
678,asteroid,4.95,2.15,5.6,2.33,3.68,2.5,5.71,3.62
679,asthma,2.45,1.3,4.5,2.45,3.54,2.15,2.22,2.62
680,asthmatic,3.33,1.62,3.38,2.79,3.84,2.03,3.75,3.08
681,astonish,5.55,1.71,5.38,1.98,6,1.91,6,5.23
682,astonished,6.42,1.47,5.73,2.27,4.87,2.04,6,6.55
683,astonishing,6.53,1.87,5.77,2.16,5.23,2.27,6.78,6.3
684,astound,6.3,1.63,5.05,2.4,5.56,2.2,6.33,6.29
685,astral,5.32,1.73,5.13,2.63,5.26,1.63,5.38,5.31
686,astrology,4.79,2.68,4.18,2.48,4.67,2.16,4.17,5.08
687,astronaut,6.73,1.84,4.4,2.09,5.32,2.48,7.57,6.22
688,astronomer,5.59,1.59,5.42,2.27,5.33,2.27,4.6,5.88
689,astronomical,6.37,1.74,5,2.14,5.14,2.46,6.44,6.3
690,astronomy,6,1.81,4.33,2.82,5.21,2.41,5.75,6.06
691,astute,6.22,1.35,3.16,2.24,6,1.94,6.6,6.08
692,asylum,3.24,2.34,5.55,2.28,3.52,2.42,3.5,3.13
693,atheist,4.64,2.5,4.76,2.84,5.41,2.5,4.64,4.62
694,athlete,6.21,2.04,4.75,2.75,5.96,1.63,6.38,5.83
695,athletic,6.76,1.73,5,2.45,6.11,2.14,7.33,6.33
696,athletics,6.14,2.03,4.93,2.76,6.15,2.2,6.33,6
697,atlas,5.95,1.28,2.5,1.74,5.7,2.11,6,5.9
698,atmosphere,6.05,1.5,4,2.28,4.86,2.47,6.43,5.38
699,atmospheric,5.72,1.36,4.09,2.21,5.11,2.31,5.75,5.7
700,atoll,5.14,1.49,3.55,1.82,4.7,1.63,5.8,4.94
701,atom,5.74,1.1,4.29,2.37,5.39,2.46,5.33,5.81
702,atomic,4.26,2.13,5.85,2.54,3.96,2.46,4.38,4
703,atone,5.6,1.93,4,2.29,5.65,2.64,6,5.38
704,atrium,5.95,1.13,3.57,1.96,5.22,2.15,5.67,6
705,atrocious,3.14,1.31,4.12,2.85,4.35,2.35,3,3.23
706,atrocity,2.95,1.86,5,2.65,2.96,1.99,2.82,3.1
707,atrophy,3.16,1.83,3.86,2.12,4,2.62,3.89,2.5
708,attach,5.26,1.24,3.81,1.91,4.7,1.87,5,5.31
709,attachment,6,1.38,2.96,2.42,6.32,2.29,6.12,5.92
710,attack,2,0.97,7.05,2.11,3.39,2.57,2.75,1.4
711,attacker,2.23,1.57,7.27,1.93,4.26,2.98,2.88,1.92
712,attain,5.85,2.03,3.11,2.19,7.08,2.19,5.2,6.07
713,attempt,6,1.55,4.94,2.29,5.67,2.01,6.5,5.69
714,attempted,5.35,1.5,3.64,2.32,6.52,2.15,4.89,5.64
715,attend,5.4,1.19,3.5,2.3,6.7,1.79,6,5.08
716,attendance,5.95,1.43,4.24,2.07,5.59,2.13,6.33,5.6
717,attendant,5.63,0.96,3.14,1.56,5.09,2.5,6,5.56
718,attention,6.68,1.49,4.05,2.48,6.47,1.81,6.67,6.67
719,attentive,6.43,1.69,4.37,2.22,6.62,1.99,5.83,6.67
720,attest,5.1,1.59,3.68,2.51,6.26,1.51,4.78,5.36
721,attic,4.95,1.77,3.45,2.35,5.36,2.38,4.83,5
722,attire,6.16,1.12,3.95,1.83,5.78,2.32,6.67,6.06
723,attitude,4.72,2.08,4.76,2.05,5.88,2.21,3.6,5.15
724,attorney,3.67,1.74,4.8,2.82,5.53,2.89,3.67,3.67
725,attract,6.38,2.11,5.35,2.81,5.6,2.35,5.4,6.69
726,attraction,7,1.52,5.4,2.62,4.62,2.02,7.5,6.79
727,attractive,7.19,1.91,4.91,2.94,6.81,1.86,6.5,7.82
728,attribute,5.67,1.62,4.12,2.28,6,2.26,5.22,6
729,auburn,5.89,1.2,3.62,1.8,5.61,2.15,6.33,5.81
730,auction,5.43,1.75,4.5,2.52,5.33,2.15,6,5.2
731,auctioneer,5.09,1.31,4,2.39,5.37,2.31,5.38,5.08
732,audacious,5.11,1.41,4.28,2.35,5.41,2.24,5.09,5.12
733,audacity,5.2,1.36,4.1,2.2,5.33,2.63,4.33,5.35
734,audible,6.05,1.6,4.45,2.54,6.26,1.63,6,6
735,audience,5.89,2.03,4.91,2.45,5.14,2.49,6.38,5.5
736,audio,6.56,1.34,4.29,2.08,5.96,2.14,8,6.38
737,audit,2.82,1.3,5.78,2.61,3.68,2.24,3.38,2.62
738,audition,5.2,1.4,4.24,2.45,6,2.35,6,5.06
739,auditor,3.26,1.79,3.7,2.41,5.2,3.02,4,3.27
740,auditorium,6.05,1.54,4.45,2.02,5.05,1.58,6,6.1
741,auditory,5.05,1.58,4.5,2.06,6.11,2.13,5.11,5
742,aunt,6.56,2.09,2.71,2.41,4.28,2.19,5.25,7.6
743,auntie,6.24,1.48,3.58,2.7,5.79,1.99,6,6.38
744,aura,6.45,1.85,4.7,2.72,5.65,1.94,6.55,6.33
745,auspicious,4.76,1.73,3.39,2.33,5.5,2.23,4.89,4.67
746,authentic,6.91,1.63,4.55,2.5,6.58,2.09,6.12,7.23
747,authenticate,5.1,1.81,4.36,2.38,5.78,1.99,5.2,5.06
748,authenticity,6.81,1.63,4.42,2.36,6.23,2.58,6.88,6.77
